id,num_orders
1424446,174.6
1133297,120.3
1076214,178.1
1173823,129.5
1488584,76.7
1072892,71.4
1277491,76.8
1290868,71.5
1048888,187.0
1138141,210.1
1473125,71.4
1196726,76.8
1179278,75.7
1282305,71.5
1359903,101.8
1355143,101.8
1095889,85.6
1250665,101.8
1426610,168.9
1390104,162.4
1051519,85.6
1337584,127.7
1332667,126.0
1075942,101.8
1109804,244.3
1316684,244.3
1248315,140.7
1113611,244.3
1110867,174.7
1247289,174.7
1022953,193.2
1160081,244.3
1120430,193.2
1487280,140.7
1020081,29.1
1329551,21.3
1137610,136.1
1072530,108.1
1115708,40.9
1203532,50.6
1494216,23.8
1116374,18.8
1032497,130.9
1413930,166.1
1136118,22.3
1254872,26.5
1398257,17.4
1364001,41.2
1369843,36.5
1379360,41.2
1442044,29.1
1285290,18.8
1129707,28.4
1086750,18.8
1147262,42.9
1025605,33.9
1414158,39.6
1082079,40.4
1467510,35.5
1374892,26.5
1171352,36.7
1213246,37.3
1279131,45.3
1256386,39.6
1234220,27.0
1008206,24.7
1267686,27.0
1470186,29.8
1233312,25.8
1279379,24.7
1431703,29.8
1339938,24.7
1010552,42.1
1237947,69.4
1175098,77.7
1066074,42.1
1045918,80.3
1226081,26.5
1148633,26.5
1441429,42.2
1291804,33.8
1305194,16.7
1327840,33.3
1320801,33.3
1467101,35.2
1473989,39.9
1466330,19.0
1390856,25.8
1120639,25.8
1279275,262.2
1166120,271.7
1128404,290.8
1252491,306.4
1328056,315.1
1452353,262.2
1353276,271.7
1297182,262.1
1469299,290.8
1129687,262.2
1362599,79.7
1245170,93.2
1098570,93.2
1452600,90.5
1194207,94.5
1023619,79.7
1254600,79.7
1157094,90.5
1165391,93.2
1131248,79.7
1383646,176.4
1288250,153.6
1476141,202.2
1401237,153.6
1383510,170.0
1433607,136.1
1098207,129.0
1453624,176.4
1089046,279.2
1306954,129.0
1413179,47.8
1379869,23.5
1037218,21.0
1247919,17.4
1097438,26.5
1441938,33.5
1060769,16.9
1409283,16.9
1397517,28.0
1220386,27.7
1297481,22.0
1309280,22.0
1013813,20.4
1087803,24.8
1256077,24.7
1328392,18.7
1197947,40.9
1134877,17.8
1149222,22.0
1321757,81.5
1364052,15.0
1346914,17.6
1343936,50.3
1284997,39.4
1443980,18.9
1272226,18.6
1267791,21.0
1049345,22.8
1300007,22.8
1220471,18.0
1486124,19.2
1183373,14.4
1076787,15.7
1218918,14.2
1351627,42.2
1333350,98.3
1312936,105.1
1477543,61.0
1408514,61.0
1256773,24.5
1174904,34.8
1392815,19.2
1389126,19.2
1074816,13.7
1124612,19.2
1318251,19.2
1089252,14.6
1396463,14.4
1289632,1102.9
1083889,1462.3
1121896,1083.8
1004866,1456.9
1234436,1460.0
1311318,1462.3
1476647,1456.9
1419834,1462.3
1188670,1365.3
1260238,1154.2
1263791,657.5
1070835,680.8
1433069,559.9
1349084,649.5
1360259,727.9
1022475,559.9
1037167,744.5
1492031,727.9
1057541,799.8
1483675,727.9
1463966,371.2
1474096,352.3
1440771,352.3
1452763,405.1
1382621,369.9
1035365,403.8
1355984,352.3
1140520,352.3
1168148,352.3
1052343,369.9
1370827,838.3
1055728,812.7
1053449,797.9
1368579,916.7
1208370,739.3
1027455,920.6
1147326,808.2
1203029,641.3
1389643,688.4
1482071,620.0
1411487,878.7
1043533,926.0
1294351,843.1
1409427,829.9
1000264,863.7
1016463,848.6
1224218,891.5
1485114,932.1
1006410,799.4
1221242,917.2
1031339,933.5
1153545,1060.4
1182144,826.1
1194788,1345.1
1082828,1080.3
1265773,1178.4
1154515,1158.4
1105986,918.5
1293017,994.1
1272587,933.5
1027143,118.4
1179146,138.0
1342337,150.3
1269746,129.9
1369030,161.3
1109605,156.9
1099603,192.1
1319113,200.2
1155697,134.0
1218892,163.4
1493357,116.5
1202597,139.2
1116108,93.9
1229780,148.6
1391127,136.6
1085957,187.9
1267409,111.0
1245159,131.2
1378973,87.6
1079844,140.7
1024089,185.2
1463712,200.0
1268331,207.1
1058344,185.2
1417277,200.0
1056035,189.5
1343254,202.7
1262833,177.4
1272751,203.3
1013213,204.5
1263405,1165.3
1204818,1187.1
1333742,1186.9
1043262,1229.0
1449237,1991.4
1080908,1991.4
1073524,1229.0
1196482,1023.7
1068138,1837.6
1320427,1887.7
1184166,491.5
1228572,491.5
1075131,491.5
1128915,483.3
1182843,539.8
1094044,483.3
1209858,613.0
1222963,613.0
1037477,491.5
1001694,530.6
1054299,1126.0
1371044,1119.1
1254718,1126.0
1086268,1007.1
1003757,1317.3
1448276,2354.7
1489645,956.0
1491279,1173.5
1408337,968.6
1360068,1055.9
1316400,177.1
1110618,139.0
1146271,175.8
1474849,177.1
1352055,150.1
1245977,162.2
1165288,158.1
1081099,139.0
1441467,140.4
1336838,140.4
1106150,66.1
1190084,68.6
1232610,68.6
1321845,66.1
1159511,67.7
1441739,67.7
1096623,68.6
1474925,64.8
1118719,64.8
1297074,68.6
1054861,660.0
1208736,660.0
1161439,660.0
1282737,655.8
1194305,729.9
1353044,639.8
1063225,639.8
1116078,660.0
1075416,666.8
1088172,660.0
1320248,359.1
1271591,1347.9
1127237,359.1
1243020,379.2
1416839,544.3
1172788,669.2
1473056,1961.3
1060753,1925.2
1053540,359.1
1261815,598.8
1489999,311.9
1133739,1891.6
1384693,311.9
1072117,310.6
1023989,311.9
1183974,311.9
1171351,1921.1
1004475,1987.4
1080300,313.1
1164653,311.9
1444590,129.0
1169717,189.6
1399692,97.7
1393811,106.9
1177147,106.9
1455218,108.6
1478944,124.6
1415824,124.6
1041241,106.9
1045506,171.1
1210059,176.6
1139397,176.4
1008295,175.8
1406978,206.9
1470180,197.1
1326956,97.7
1268964,113.7
1267165,101.4
1414458,119.1
1105486,128.5
1246396,245.6
1223814,198.5
1208097,214.7
1426257,229.5
1402266,230.8
1273610,171.5
1082679,171.7
1061395,171.7
1448891,201.1
1121802,221.9
1017920,154.4
1220913,151.9
1201769,158.3
1214790,158.3
1055980,286.7
1143296,286.7
1161381,154.4
1049400,158.3
1388858,158.3
1367157,151.9
1056911,228.5
1363870,228.5
1206999,252.9
1220962,252.9
1244866,583.6
1161719,583.6
1492231,243.4
1492759,252.9
1408726,278.3
1337818,268.8
1136894,439.1
1050836,418.9
1157808,355.7
1438743,439.1
1092027,578.3
1286976,578.3
1244383,406.8
1220086,439.1
1014137,391.8
1460613,406.8
1269949,36.5
1022949,366.7
1118546,317.4
1006832,25.8
1461216,56.9
1333438,58.7
1014151,45.0
1196661,60.9
1072688,31.5
1161832,31.5
1146287,217.6
1329636,320.5
1113345,29.8
1079296,31.1
1245711,33.7
1312378,31.5
1280461,27.2
1132214,52.6
1013410,271.9
1315890,293.6
1453825,265.1
1137590,249.1
1046820,591.9
1100813,591.9
1213133,610.8
1119887,293.6
1339495,249.1
1172173,271.9
1250692,262.1
1000962,283.8
1122867,287.5
1367068,279.8
1181254,538.9
1411654,538.9
1154407,581.6
1477833,243.1
1422724,263.4
1112704,262.1
1346146,300.0
1108405,252.3
1194904,241.4
1448084,339.6
1266676,254.9
1099057,279.7
1188584,305.5
1230753,226.5
1237054,298.8
1161084,293.2
1401228,127.4
1493372,177.1
1395665,169.8
1002279,251.8
1424621,171.0
1256602,124.9
1390004,149.0
1146927,124.9
1057232,149.0
1319822,152.9
1353668,412.2
1157084,520.2
1115935,520.2
1033089,603.8
1090029,495.9
1464617,495.9
1209279,448.4
1039223,520.2
1152313,479.8
1198253,421.9
1356983,380.8
1375236,348.0
1276289,434.8
1188533,470.3
1163547,548.2
1089771,410.8
1449997,389.2
1261700,367.3
1098789,367.3
1119881,367.3
1174890,350.8
1194658,309.7
1354710,383.4
1276097,374.0
1451749,242.3
1260659,359.6
1342195,297.1
1177959,228.8
1346194,219.4
1081095,242.3
1228200,124.7
1400215,168.9
1101987,127.2
1280892,170.3
1207745,138.1
1158313,150.1
1326014,170.3
1040372,167.6
1405754,167.4
1251759,131.2
1094372,130.1
1113898,83.8
1351735,77.4
1305756,110.9
1144073,105.7
1219445,136.8
1399854,110.9
1077708,78.4
1136982,77.4
1168044,110.7
1301176,116.4
1045879,110.7
1375132,127.0
1224442,131.3
1195553,117.7
1486052,125.8
1406304,128.3
1003371,59.8
1447908,59.6
1022766,111.0
1359162,122.0
1149541,122.0
1389512,150.7
1294598,112.4
1187407,112.4
1151085,108.6
1262007,117.7
1273205,122.0
1098767,122.0
1328665,223.1
1207902,57.7
1110134,56.3
1135750,52.9
1404904,191.8
1252213,60.9
1471895,51.0
1370308,51.0
1488744,55.3
1312130,51.0
1432207,117.1
1067574,117.1
1497576,117.1
1173597,117.1
1463356,196.8
1476005,157.9
1226297,117.3
1312818,117.5
1170077,117.3
1132041,117.1
1144962,115.3
1180712,105.8
1420842,79.3
1048319,52.4
1062167,108.5
1281864,114.1
1310639,88.1
1316568,108.5
1470598,57.4
1126729,63.4
1187117,27.8
1231315,56.1
1193778,39.0
1497770,33.1
1296043,27.8
1109033,62.4
1253619,33.1
1015055,43.1
1323954,50.8
1236535,64.3
1291602,50.8
1034239,50.8
1487244,61.3
1432981,66.3
1413500,47.7
1240615,53.6
1125250,46.9
1049986,66.3
1432590,129.9
1064865,150.7
1462054,144.9
1175329,150.7
1231504,144.9
1310137,144.9
1176123,144.9
1267634,150.5
1397808,140.9
1489068,129.9
1399261,238.7
1057026,187.5
1157087,187.4
1221970,228.7
1055041,228.7
1378097,187.5
1154169,238.7
1062376,228.7
1181839,192.6
1276632,200.9
1388270,37.3
1171130,85.7
1242759,57.5
1035528,44.2
1232845,37.3
1133643,95.1
1020633,85.7
1137724,90.6
1418017,95.1
1129706,95.1
1414426,23.8
1443244,23.8
1336913,275.4
1216868,326.9
1074099,30.4
1005733,52.6
1187232,42.2
1315006,42.2
1429640,42.2
1193124,67.4
1321067,398.9
1020914,194.4
1464172,171.3
1012356,227.5
1048213,223.5
1414658,231.1
1067356,230.2
1402145,223.5
1205618,238.4
1102348,223.7
1439251,1211.6
1141169,1217.1
1429174,1439.9
1360530,1439.9
1078717,1211.6
1034750,1248.0
1292295,1439.9
1464006,1399.3
1207416,1439.9
1081039,1439.9
1038600,557.7
1434474,592.6
1420970,557.5
1493390,503.6
1062042,592.6
1407930,557.7
1309366,551.0
1494106,551.0
1253128,503.6
1230871,503.6
1103899,446.7
1178356,421.8
1270686,454.7
1461376,454.7
1055872,454.7
1027667,454.7
1150000,423.4
1035466,446.7
1015226,446.7
1004410,454.7
1225216,70.0
1261758,236.1
1009224,202.4
1164468,205.2
1234697,218.7
1072809,183.2
1405077,178.3
1133718,70.0
1090779,70.0
1220305,165.4
1455516,70.7
1077080,169.0
1381871,178.8
1497941,192.1
1405281,159.6
1184133,155.3
1297493,178.4
1351826,83.9
1351915,66.1
1303502,62.4
1103552,822.6
1074755,834.9
1054413,834.9
1100592,857.5
1265971,763.2
1062386,686.5
1005415,822.6
1454684,916.1
1098324,847.6
1463531,916.1
1128843,676.3
1200592,668.7
1337305,682.3
1130901,606.8
1101312,725.8
1423243,673.7
1358603,683.1
1040493,765.9
1023439,764.4
1402530,771.9
1148734,1147.3
1115378,1158.3
1138163,1074.6
1089398,1285.1
1111393,1285.1
1441237,1212.2
1073593,1483.7
1353069,1150.0
1237302,830.1
1068099,1147.3
1296768,116.6
1407946,135.4
1341469,128.7
1099372,128.7
1310892,142.2
1190768,169.1
1070732,117.6
1249505,92.2
1235991,118.0
1260972,92.2
1207552,112.8
1043700,105.8
1311764,146.0
1387118,155.3
1193391,123.5
1091807,143.4
1240478,148.5
1494088,114.8
1347537,105.8
1102292,161.1
1088345,210.3
1446214,156.6
1033631,201.9
1291932,240.2
1048558,220.0
1374367,207.9
1379701,220.3
1324376,191.5
1000116,174.5
1213448,239.8
1246867,799.3
1414636,785.5
1390449,803.2
1440242,1234.4
1382211,3538.4
1248175,3617.8
1395486,807.2
1222155,742.1
1031664,5300.0
1022670,5220.5
1280365,541.7
1034558,589.2
1147078,541.7
1459822,541.7
1099677,583.8
1348084,589.3
1220274,580.0
1209309,580.0
1184750,543.3
1190011,583.8
1319480,1163.9
1305176,1163.9
1251039,1163.9
1312629,977.1
1031682,2119.4
1034125,4529.0
1046291,1039.4
1444323,940.1
1317716,940.1
1057421,1244.3
1428458,27.0
1348068,43.3
1380958,27.0
1001797,83.6
1207458,79.2
1252167,27.0
1402459,79.2
1336623,68.8
1092234,83.3
1276698,84.8
1014174,135.2
1389987,143.4
1176492,152.3
1248265,91.5
1045510,218.5
1045443,93.0
1099568,90.1
1295338,84.8
1207102,521.0
1391315,540.1
1251276,521.0
1003702,525.3
1371347,533.1
1495432,545.1
1427121,525.3
1314783,475.0
1358927,525.3
1465453,540.1
1183611,395.6
1272052,1316.6
1363954,683.8
1409502,689.5
1030133,700.3
1363671,759.7
1035001,3572.1
1410185,2386.0
1432211,381.0
1065392,395.6
1373418,407.7
1365940,1492.2
1242870,266.6
1231479,272.1
1404091,266.7
1181234,272.1
1085163,3959.9
1436870,2598.8
1254416,362.5
1471032,325.9
1334116,286.7
1347256,269.2
1311604,448.9
1063501,368.4
1025721,390.9
1276142,353.6
1060806,355.8
1071661,325.1
1498066,379.2
1407735,291.3
1051651,492.6
1363995,537.9
1454364,376.6
1467138,453.6
1074197,453.6
1230896,421.4
1115906,450.0
1186445,410.7
1478644,394.6
1096482,397.3
1429191,597.6
1257617,494.1
1440883,456.6
1021872,610.4
1154559,514.4
1095162,532.9
1300311,408.2
1389878,603.0
1412672,597.4
1155036,530.6
1112459,134.8
1133681,134.8
1218617,134.8
1190145,134.8
1262383,325.3
1331957,140.3
1481626,134.8
1134995,134.8
1285263,134.8
1106138,134.8
1175167,197.7
1205164,185.6
1483833,179.8
1496897,185.6
1074105,293.1
1465377,293.1
1106879,179.9
1150467,177.3
1116996,179.8
1185434,185.6
1266519,260.6
1353114,256.6
1129265,213.2
1252749,211.9
1162104,660.2
1193418,447.4
1284837,213.2
1363184,260.7
1191468,211.9
1078789,261.9
1136805,43.4
1405386,41.9
1114322,390.2
1350211,384.7
1278837,40.6
1172455,40.6
1478221,41.9
1098408,43.4
1091951,66.2
1099622,42.1
1139472,40.8
1061430,257.6
1258982,238.6
1405793,45.0
1494572,50.4
1023532,32.8
1088540,42.3
1350522,62.6
1062543,247.2
1123146,255.4
1335657,227.2
1336480,247.2
1334472,533.3
1223905,574.2
1106947,556.8
1268382,227.2
1410375,227.2
1480252,270.5
1270897,169.2
1171323,188.4
1347721,169.2
1195122,191.4
1160060,317.5
1103877,542.2
1227192,528.7
1225674,188.4
1435797,179.1
1364079,169.2
1306281,40.5
1299709,40.5
1299648,57.7
1191925,59.0
1303294,49.6
1276615,64.6
1347235,59.0
1433729,73.3
1442624,108.3
1136999,105.9
1419217,208.7
1314342,117.6
1429773,100.5
1267876,105.2
1387167,103.1
1173342,100.5
1186948,104.3
1233252,73.4
1066977,97.2
1152418,98.5
1124445,218.0
1026138,71.6
1332514,55.6
1468716,53.9
1287492,51.2
1206863,61.9
1398867,76.6
1055136,439.7
1118702,422.6
1359875,422.6
1107202,422.6
1296158,427.7
1470774,422.6
1117544,432.3
1151189,442.4
1186842,432.3
1398197,432.3
1083741,209.8
1037042,237.9
1088465,381.2
1451012,700.9
1227620,381.2
1102512,219.1
1234887,241.2
1128433,224.8
1444037,219.1
1015740,265.3
1346922,336.2
1102942,332.4
1174075,342.9
1108936,284.6
1412117,307.4
1014965,276.2
1418316,336.2
1472488,307.4
1019856,323.0
1175542,323.0
1013232,73.8
1321001,71.2
1100828,55.1
1068732,63.2
1386147,64.4
1410568,80.0
1471314,73.8
1143781,73.8
1010375,71.0
1144387,78.3
1229377,75.8
1095558,75.8
1478260,55.0
1438799,88.8
1359239,115.8
1097687,87.8
1065465,59.6
1028748,84.8
1487448,84.8
1331356,76.8
1480686,99.2
1236999,87.3
1199822,45.5
1254681,73.9
1047669,89.9
1084506,76.8
1407062,75.4
1004423,49.8
1207875,89.5
1328513,88.7
1170969,101.0
1281563,91.2
1432075,90.0
1253965,73.7
1444649,91.2
1152272,88.7
1393567,91.2
1154663,164.3
1144903,218.1
1329590,78.9
1441678,32.6
1001524,41.8
1440235,25.5
1437743,25.5
1468736,26.3
1325002,44.4
1255670,83.3
1054864,96.7
1057573,66.9
1006532,96.7
1276400,140.7
1086209,131.4
1325888,50.2
1269656,66.7
1219510,66.7
1402597,66.7
1254290,73.3
1207536,58.6
1358623,67.8
1106454,60.2
1096522,59.4
1497989,52.2
1034611,56.0
1145961,68.0
1241244,35.1
1335255,37.7
1167949,33.8
1215373,31.0
1245385,35.1
1299559,36.8
1402501,31.0
1356370,31.0
1244578,38.4
1402872,44.9
1373011,38.4
1099626,38.2
1240618,41.8
1313356,41.8
1063775,40.3
1351476,47.5
1423116,213.6
1026366,183.9
1006892,132.1
1366540,132.0
1308211,196.3
1060946,217.5
1111869,128.6
1321821,128.6
1442998,183.6
1187281,196.1
1149992,120.8
1269393,137.2
1271415,112.5
1115599,130.0
1049715,132.8
1386843,112.5
1449443,99.0
1247790,100.3
1377409,122.0
1402068,120.8
1131692,122.4
1103707,118.3
1011869,113.4
1134421,104.8
1187227,104.8
1404182,123.4
1430582,105.7
1077995,84.1
1484671,104.8
1420778,123.4
1310109,45.1
1219340,379.5
1483037,311.9
1278014,34.9
1020009,49.3
1357861,46.7
1246537,470.5
1138911,165.0
1072349,151.0
1044205,215.0
1003775,679.8
1105139,681.2
1233795,679.8
1488993,219.9
1128989,681.2
1461060,848.7
1093258,22.0
1458579,23.0
1267831,23.2
1076102,18.0
1492794,691.8
1258414,693.0
1233270,691.8
1218069,1716.9
1209101,774.1
1005839,691.8
1205721,693.0
1286663,691.8
1396005,879.4
1005991,864.5
1411749,536.5
1256153,508.1
1334064,585.0
1053700,589.0
1079711,572.8
1449942,598.6
1080233,598.6
1320661,598.6
1137255,559.3
1264796,621.4
1048031,291.8
1363159,303.3
1311397,312.4
1408686,297.5
1335629,297.5
1384967,285.1
1425196,285.1
1185945,297.5
1233671,297.5
1168634,350.1
1475193,70.7
1008215,84.0
1490942,87.5
1086613,80.8
1429213,89.1
1247277,87.5
1315521,82.2
1251613,86.7
1341539,77.7
1314843,104.1
1060246,40.5
1196722,62.3
1062489,57.0
1391156,60.8
1420868,62.3
1266795,52.0
1452943,60.1
1372739,77.2
1384170,64.9
1270445,59.7
1440443,347.8
1158748,260.0
1373369,275.7
1171380,299.0
1334250,275.8
1260574,275.7
1004325,283.0
1402074,390.9
1305204,326.0
1225037,347.8
1174606,582.0
1118582,466.2
1302852,486.5
1236914,585.0
1047047,473.6
1219768,471.5
1449676,553.4
1459390,579.9
1403792,532.2
1181820,536.0
1158592,428.4
1106569,481.2
1460628,450.3
1456648,467.5
1074653,416.3
1172350,460.8
1064482,422.9
1035769,344.3
1092414,363.6
1187218,366.2
1309910,134.1
1064688,147.7
1208945,144.9
1223704,265.1
1342926,362.0
1016090,325.9
1084541,394.6
1006036,301.6
1271294,396.3
1293143,223.0
1380357,156.9
1394412,181.4
1045597,227.2
1242518,297.5
1425711,305.6
1236266,304.2
1391787,297.5
1018619,215.0
1439086,197.6
1487991,157.0
1460540,112.0
1421075,128.1
1337962,162.5
1205702,105.1
1216068,371.8
1416093,105.1
1106438,361.1
1187958,196.0
1461237,364.9
1493677,147.2
1346875,334.2
1047024,365.0
1179951,450.2
1272720,432.3
1009102,3013.6
1102030,2801.7
1357349,448.7
1254542,451.2
1239839,2746.5
1142498,2746.5
1479142,273.7
1127057,253.2
1143077,242.1
1315764,246.2
1076879,253.2
1117812,242.1
1171684,252.2
1187665,242.1
1150288,253.7
1092093,286.4
1447408,526.3
1331327,543.5
1478225,525.0
1247480,455.1
1105195,1882.7
1439531,1882.7
1079007,525.0
1068176,510.8
1396170,525.0
1334406,496.7
1014026,56.5
1352373,43.9
1243030,82.6
1041420,82.6
1319327,61.9
1410028,61.9
1139636,45.5
1036193,72.9
1003367,43.9
1387633,127.0
1332886,103.4
1080327,143.7
1013373,143.7
1078845,103.4
1240791,132.0
1474319,167.6
1494561,103.4
1150748,121.4
1140411,140.5
1440680,390.1
1067429,435.8
1160511,343.1
1065243,356.4
1279830,350.1
1030666,356.7
1433611,356.7
1333707,356.4
1266311,340.3
1103146,343.1
1491817,646.0
1212716,1073.2
1301661,475.0
1233889,634.5
1342250,475.0
1079171,600.4
1132769,2084.2
1177184,1872.2
1162498,473.4
1226350,475.0
1353682,292.6
1144693,998.1
1200921,306.0
1098073,300.9
1083024,303.8
1496726,302.3
1222568,1992.6
1118152,2200.3
1474455,302.3
1344569,330.6
1362812,132.3
1357918,135.4
1427314,135.4
1177846,134.3
1447665,391.0
1180242,431.3
1057980,116.6
1057989,134.3
1494214,111.3
1360415,135.4
1474051,239.1
1139545,192.9
1102908,212.1
1281533,204.0
1233530,549.1
1474190,557.3
1195458,224.2
1481613,192.9
1004249,192.9
1165001,239.1
1022162,180.2
1185155,180.2
1152177,176.4
1374738,176.4
1379639,564.1
1333423,564.1
1128407,180.2
1204473,180.2
1310544,180.2
1154591,159.2
1494201,130.1
1115748,188.0
1353589,46.4
1484676,49.1
1048616,75.6
1314508,77.1
1296975,38.1
1372115,38.1
1336189,150.2
1121324,112.5
1045996,49.2
1361706,53.8
1431483,53.8
1387232,45.7
1160893,72.1
1431384,72.1
1235837,35.4
1436037,27.6
1202680,69.0
1412587,35.4
1377286,241.2
1197461,241.2
1116597,241.2
1062507,37.7
1030306,69.0
1013660,52.6
1086030,218.4
1229602,256.7
1272184,233.6
1433035,222.1
1374038,319.0
1222840,317.8
1356273,319.0
1101932,266.4
1021010,272.7
1171411,232.2
1337490,33.6
1332396,33.3
1303811,34.1
1333733,32.9
1191789,32.9
1325792,33.6
1476106,34.1
1171225,32.9
1235681,34.1
1224499,88.4
1423465,105.6
1120552,104.2
1292401,210.7
1226546,108.1
1485369,96.2
1369288,89.9
1432305,96.2
1079777,73.3
1092628,74.5
1282588,65.0
1415191,81.3
1209550,67.9
1370271,188.8
1104842,97.6
1381859,68.8
1062232,79.4
1171522,48.2
1084587,363.9
1439204,373.6
1159953,363.9
1379917,587.5
1082924,306.6
1380277,351.3
1303074,306.6
1357053,371.1
1482844,354.3
1095958,363.9
1335161,336.3
1432554,394.6
1058867,394.5
1289214,394.6
1028000,320.0
1437271,393.1
1399943,474.5
1107949,370.3
1356581,394.6
1194491,418.6
1203992,232.4
1073984,240.3
1158974,240.3
1244952,240.3
1350959,189.3
1221985,232.7
1428233,235.1
1247118,235.1
1460736,200.4
1317327,197.4
1233024,34.2
1471569,40.6
1415077,39.0
1056913,88.4
1277505,66.5
1359182,34.2
1430948,69.2
1013760,79.8
1147147,44.1
1415890,85.2
1265084,98.7
1431945,82.6
1484655,64.8
1161020,64.8
1175530,67.6
1154338,63.8
1130574,63.8
1051940,99.0
1440445,111.3
1192440,65.2
1260322,57.6
1421768,64.7
1449682,55.8
1415276,40.4
1453255,40.4
1248669,58.2
1230958,48.9
1157877,65.4
1325572,69.5
1431659,154.7
1309583,159.4
1209010,117.0
1285811,154.7
1136992,167.2
1108246,167.2
1104829,159.4
1330971,117.0
1224992,136.9
1268353,159.4
1232469,50.4
1410483,70.3
1063825,85.0
1243528,23.4
1349678,28.0
1072684,28.0
1342993,23.4
1495669,22.3
1322377,22.3
1202457,19.5
1415501,41.3
1363882,49.2
1080956,26.0
1134020,49.2
1151908,235.5
1350192,255.6
1416559,26.0
1092576,26.0
1344385,49.2
1217656,49.2
1302415,78.8
1242600,74.6
1467152,78.8
1438001,34.1
1460611,31.8
1441014,31.8
1357398,34.1
1077114,31.3
1263663,28.0
1372445,33.3
1298212,34.7
1491344,34.7
1281588,34.7
1136004,22.3
1289149,33.2
1474421,29.2
1473813,33.2
1252840,31.8
1172252,27.5
1189064,31.7
1361099,22.9
1013719,24.3
1073519,21.6
1277293,25.6
1159227,25.5
1139762,54.6
1295739,61.9
1009685,195.8
1474772,148.9
1165673,50.2
1065468,55.0
1102053,55.0
1161784,50.2
1051139,85.4
1269039,85.4
1158737,135.3
1246489,136.5
1202461,133.6
1198164,129.6
1011440,139.0
1413230,234.0
1094332,248.2
1141137,248.2
1049606,194.6
1391442,234.0
1359351,33.3
1233267,35.6
1314748,33.3
1413495,35.6
1225930,22.4
1137875,22.4
1190701,22.4
1122832,35.6
1089220,41.0
1249809,22.4
1093731,77.4
1064557,62.3
1117909,55.1
1214618,50.0
1089335,50.0
1213475,50.0
1170902,50.0
1481946,44.7
1224868,102.2
1106482,102.2
1273502,339.3
1216168,357.7
1083594,289.4
1224295,424.2
1013278,424.2
1005855,424.2
1056709,335.0
1249671,344.5
1230380,356.5
1484433,330.7
